;airline_code;flight_number;departure_airport;arrival_airport;departure_date_utc_sc;cabin_name;type_pax;nb_paxs_total;operational_capacity;physical_capacity
0;KL;590;ACC;AMS;07/09/2019;Business;local;27.0;34;34
1;KL;590;ACC;AMS;08/09/2019;Business;local;27.0;34;34
2;KL;590;ACC;AMS;09/09/2019;Business;local;29.0;34;34
3;KL;590;ACC;AMS;10/09/2019;Business;local;30.0;34;34
4;KL;590;ACC;AMS;11/09/2019;Business;local;34.0;34;34
5;KL;590;ACC;AMS;12/09/2019;Business;local;31.0;34;34
6;KL;590;ACC;AMS;13/09/2019;Business;local;31.0;34;34
7;KL;590;ACC;AMS;14/09/2019;Business;local;33.0;34;34
8;KL;590;ACC;AMS;15/09/2019;Business;local;31.0;34;34
9;KL;590;ACC;AMS;16/09/2019;Business;local;27.0;34;34
10;KL;590;ACC;AMS;17/09/2019;Business;local;26.0;30;30
11;KL;590;ACC;AMS;18/09/2019;Business;local;30.0;34;34
12;KL;590;ACC;AMS;19/09/2019;Business;local;33.0;34;34
13;KL;590;ACC;AMS;07/09/2019;Economy;local;273.0;286;286
14;KL;590;ACC;AMS;08/09/2019;Economy;local;379.0;374;374
15;KL;590;ACC;AMS;09/09/2019;Economy;local;384.0;374;374
16;KL;590;ACC;AMS;10/09/2019;Economy;local;377.0;374;374
17;KL;590;ACC;AMS;11/09/2019;Economy;local;367.0;374;374
18;KL;590;ACC;AMS;12/09/2019;Economy;local;290.0;286;286
19;KL;590;ACC;AMS;13/09/2019;Economy;local;369.0;374;374
20;KL;590;ACC;AMS;14/09/2019;Economy;local;303.0;286;286
21;KL;590;ACC;AMS;15/09/2019;Economy;local;375.0;374;374
22;KL;590;ACC;AMS;16/09/2019;Economy;local;384.0;374;374
23;KL;590;ACC;AMS;17/09/2019;Economy;local;266.0;264;264
24;KL;590;ACC;AMS;18/09/2019;Economy;local;384.0;374;374
25;KL;590;ACC;AMS;19/09/2019;Economy;local;288.0;286;286
26;AF;487;AMM;CDG;07/09/2019;Business;cnt;5.0;24;24
27;AF;487;AMM;CDG;08/09/2019;Business;cnt;1.0;24;24
28;AF;487;AMM;CDG;09/09/2019;Business;cnt;3.0;24;24
29;AF;487;AMM;CDG;09/09/2019;Business;local;2.0;24;24
30;AF;487;AMM;CDG;10/09/2019;Business;cnt;10.0;24;24
31;AF;487;AMM;CDG;10/09/2019;Business;local;4.0;24;24
32;AF;487;AMM;CDG;11/09/2019;Business;cnt;10.0;24;24
33;AF;487;AMM;CDG;12/09/2019;Business;cnt;13.0;24;24
34;AF;487;AMM;CDG;12/09/2019;Business;local;10.0;24;24
35;AF;487;AMM;CDG;13/09/2019;Business;cnt;10.0;24;24
36;AF;487;AMM;CDG;13/09/2019;Business;local;1.0;24;24
37;AF;487;AMM;CDG;14/09/2019;Business;cnt;2.0;24;24
38;AF;487;AMM;CDG;14/09/2019;Business;local;2.0;24;24
39;AF;487;AMM;CDG;15/09/2019;Business;cnt;17.0;24;24
40;AF;487;AMM;CDG;16/09/2019;Business;cnt;13.0;24;24
41;AF;487;AMM;CDG;16/09/2019;Business;local;2.0;24;24
42;AF;487;AMM;CDG;17/09/2019;Business;cnt;13.0;24;24
43;AF;487;AMM;CDG;17/09/2019;Business;local;5.0;24;24
44;AF;487;AMM;CDG;18/09/2019;Business;cnt;8.0;24;24
45;AF;487;AMM;CDG;18/09/2019;Business;local;1.0;24;24
46;AF;487;AMM;CDG;19/09/2019;Business;cnt;8.0;24;24
47;AF;487;AMM;CDG;19/09/2019;Business;local;12.0;24;24
48;AF;487;AMM;CDG;07/09/2019;Economy;cnt;56.0;135;135
49;AF;487;AMM;CDG;07/09/2019;Economy;local;67.0;135;135
50;AF;487;AMM;CDG;08/09/2019;Economy;cnt;94.0;135;135
51;AF;487;AMM;CDG;08/09/2019;Economy;local;54.0;135;135
52;AF;487;AMM;CDG;09/09/2019;Economy;cnt;115.0;135;135
53;AF;487;AMM;CDG;09/09/2019;Economy;local;13.0;135;135
54;AF;487;AMM;CDG;10/09/2019;Economy;cnt;100.0;135;135
55;AF;487;AMM;CDG;10/09/2019;Economy;local;19.0;135;135
56;AF;487;AMM;CDG;11/09/2019;Economy;cnt;88.0;135;135
57;AF;487;AMM;CDG;11/09/2019;Economy;local;29.0;135;135
58;AF;487;AMM;CDG;12/09/2019;Economy;cnt;80.0;135;135
59;AF;487;AMM;CDG;12/09/2019;Economy;local;24.0;135;135
60;AF;487;AMM;CDG;13/09/2019;Economy;cnt;92.0;135;135
61;AF;487;AMM;CDG;13/09/2019;Economy;local;41.0;135;135
62;AF;487;AMM;CDG;14/09/2019;Economy;cnt;89.0;135;135
63;AF;487;AMM;CDG;14/09/2019;Economy;local;51.0;135;135
64;AF;487;AMM;CDG;15/09/2019;Economy;cnt;108.0;135;135
65;AF;487;AMM;CDG;15/09/2019;Economy;local;10.0;135;135
66;AF;487;AMM;CDG;16/09/2019;Economy;cnt;106.0;135;135
67;AF;487;AMM;CDG;16/09/2019;Economy;local;11.0;135;135
68;AF;487;AMM;CDG;17/09/2019;Economy;cnt;114.0;135;135
69;AF;487;AMM;CDG;17/09/2019;Economy;local;10.0;135;135
70;AF;487;AMM;CDG;18/09/2019;Economy;cnt;109.0;135;135
71;AF;487;AMM;CDG;18/09/2019;Economy;local;25.0;135;135
72;AF;487;AMM;CDG;19/09/2019;Economy;cnt;73.0;135;135
73;AF;487;AMM;CDG;19/09/2019;Economy;local;60.0;135;135
74;KL;1509;AMS;ALC;07/09/2019;Business;local;4.0;8;8
75;KL;1105;AMS;ARN;07/09/2019;Business;local;1.0;20;20
76;KL;1107;AMS;ARN;07/09/2019;Business;local;7.0;12;12
77;KL;1109;AMS;ARN;07/09/2019;Business;local;10.0;16;16
78;KL;1115;AMS;ARN;07/09/2019;Business;local;13.0;16;16
79;KL;1121;AMS;ARN;07/09/2019;Business;local;1.0;8;8
80;KL;1665;AMS;BCN;07/09/2019;Business;local;13.0;12;12
81;KL;1669;AMS;BCN;07/09/2019;Business;local;13.0;12;12
82;KL;1673;AMS;BCN;07/09/2019;Business;local;10.0;12;12
83;KL;1675;AMS;BCN;07/09/2019;Business;local;7.0;8;8
84;KL;1681;AMS;BCN;07/09/2019;Business;local;8.0;12;12
85;KL;1985;AMS;BSL;07/09/2019;Business;local;9.0;12;12
86;KL;1987;AMS;BSL;07/09/2019;Business;local;6.0;8;8
87;KL;1989;AMS;BSL;07/09/2019;Business;local;3.0;6;6
88;KL;1991;AMS;BSL;07/09/2019;Business;local;3.0;8;8
89;KL;1569;AMS;CAG;07/09/2019;Business;local;1.0;4;4
90;KL;705;AMS;GIG;07/09/2019;Business;local;28.0;30;30
91;KL;569;AMS;JRO;07/09/2019;Business;local;30.0;34;34
92;KL;569;DAR;AMS;07/09/2019;Business;local;22.0;34;34
93;KL;569;JRO;DAR;07/09/2019;Business;local;21.0;34;34
94;KL;1265;AMS;MRS;07/09/2019;Business;local;5.0;8;8
95;KL;1267;AMS;MRS;07/09/2019;Business;local;4.0;8;8
96;KL;757;AMS;PTY;07/09/2019;Business;local;32.0;34;34
97;KL;691;AMS;YYZ;07/09/2019;Business;local;33.0;35;35
98;KL;1953;AMS;ZRH;07/09/2019;Business;local;3.0;8;8
99;KL;1957;AMS;ZRH;07/09/2019;Business;local;9.0;16;16
100;KL;1959;AMS;ZRH;07/09/2019;Business;local;8.0;12;12
101;KL;1961;AMS;ZRH;07/09/2019;Business;local;6.0;12;12
102;KL;1969;AMS;ZRH;07/09/2019;Business;local;3.0;8;8
103;KL;1507;AMS;ALC;08/09/2019;Business;local;6.0;8;8
104;KL;1105;AMS;ARN;08/09/2019;Business;local;6.0;12;12
105;KL;1109;AMS;ARN;08/09/2019;Business;local;23.0;24;24
106;KL;1115;AMS;ARN;08/09/2019;Business;local;13.0;16;16
107;KL;1117;AMS;ARN;08/09/2019;Business;local;7.0;8;8
108;KL;1121;AMS;ARN;08/09/2019;Business;local;3.0;8;8
109;KL;1665;AMS;BCN;08/09/2019;Business;local;4.0;8;8
110;KL;1669;AMS;BCN;08/09/2019;Business;local;8.0;12;12
111;KL;1673;AMS;BCN;08/09/2019;Business;local;12.0;12;12
112;KL;1675;AMS;BCN;08/09/2019;Business;local;8.0;12;12
113;KL;1681;AMS;BCN;08/09/2019;Business;local;6.0;8;8
114;KL;1985;AMS;BSL;08/09/2019;Business;local;11.0;16;16
115;KL;1987;AMS;BSL;08/09/2019;Business;local;11.0;12;12
116;KL;1989;AMS;BSL;08/09/2019;Business;local;3.0;8;8
117;KL;1991;AMS;BSL;08/09/2019;Business;local;4.0;8;8
118;KL;1569;AMS;CAG;08/09/2019;Business;local;1.0;8;8
119;KL;705;AMS;GIG;08/09/2019;Business;local;27.0;30;30
120;KL;567;AMS;JRO;08/09/2019;Business;local;31.0;34;34
121;KL;567;DAR;AMS;08/09/2019;Business;local;27.0;34;34
122;KL;567;JRO;DAR;08/09/2019;Business;local;24.0;34;34
123;KL;1265;AMS;MRS;08/09/2019;Business;local;9.0;12;12
124;KL;1267;AMS;MRS;08/09/2019;Business;local;5.0;8;8
125;KL;1269;AMS;MRS;08/09/2019;Business;local;5.0;8;8
126;KL;757;AMS;PTY;08/09/2019;Business;local;40.0;34;34
127;KL;691;AMS;YYZ;08/09/2019;Business;local;28.0;30;30
128;KL;1953;AMS;ZRH;08/09/2019;Business;local;4.0;8;8
129;KL;1957;AMS;ZRH;08/09/2019;Business;local;12.0;12;12
130;KL;1959;AMS;ZRH;08/09/2019;Business;local;3.0;8;8
131;KL;1961;AMS;ZRH;08/09/2019;Business;local;6.0;8;8
132;KL;1963;AMS;ZRH;08/09/2019;Business;local;4.0;8;8
133;KL;1969;AMS;ZRH;08/09/2019;Business;local;5.0;8;8
134;KL;1105;AMS;ARN;09/09/2019;Business;local;10.0;12;12
135;KL;1107;AMS;ARN;09/09/2019;Business;local;12.0;15;16
136;KL;1109;AMS;ARN;09/09/2019;Business;local;18.0;19;20
137;KL;1115;AMS;ARN;09/09/2019;Business;local;16.0;16;16
138;KL;1117;AMS;ARN;09/09/2019;Business;local;11.0;12;12
139;KL;1121;AMS;ARN;09/09/2019;Business;local;2.0;8;8
140;KL;1665;AMS;BCN;09/09/2019;Business;local;12.0;16;16
141;KL;1669;AMS;BCN;09/09/2019;Business;local;12.0;12;12
142;KL;1673;AMS;BCN;09/09/2019;Business;local;14.0;16;16
143;KL;1675;AMS;BCN;09/09/2019;Business;local;7.0;8;8
144;KL;1681;AMS;BCN;09/09/2019;Business;local;7.0;8;8
145;KL;1985;AMS;BSL;09/09/2019;Business;local;9.0;12;12
146;KL;1987;AMS;BSL;09/09/2019;Business;local;6.0;8;8
147;KL;1989;AMS;BSL;09/09/2019;Business;local;1.0;8;8
148;KL;1991;AMS;BSL;09/09/2019;Business;local;4.0;8;8
149;KL;705;AMS;GIG;09/09/2019;Business;local;25.0;30;30
150;KL;569;AMS;JRO;09/09/2019;Business;local;31.0;34;34
151;KL;569;DAR;AMS;09/09/2019;Business;local;27.0;34;34
152;KL;569;JRO;DAR;09/09/2019;Business;local;34.0;34;34
153;KL;1265;AMS;MRS;09/09/2019;Business;local;6.0;8;8
154;KL;1267;AMS;MRS;09/09/2019;Business;local;4.0;8;8
155;KL;757;AMS;PTY;09/09/2019;Business;local;26.0;34;34
156;KL;691;AMS;YYZ;09/09/2019;Business;local;27.0;30;30
157;KL;695;AMS;YYZ;09/09/2019;Business;local;28.0;35;35
158;KL;1953;AMS;ZRH;09/09/2019;Business;local;8.0;12;12
159;KL;1957;AMS;ZRH;09/09/2019;Business;local;8.0;8;8
160;KL;1959;AMS;ZRH;09/09/2019;Business;local;14.0;16;16
161;KL;1961;AMS;ZRH;09/09/2019;Business;local;6.0;8;8
162;KL;1963;AMS;ZRH;09/09/2019;Business;local;8.0;8;8
163;KL;1969;AMS;ZRH;09/09/2019;Business;local;2.0;4;4
164;KL;1105;AMS;ARN;10/09/2019;Business;local;15.0;20;20
165;KL;1107;AMS;ARN;10/09/2019;Business;local;11.0;12;12
166;KL;1109;AMS;ARN;10/09/2019;Business;local;18.0;20;20
167;KL;1115;AMS;ARN;10/09/2019;Business;local;28.0;32;32
168;KL;1117;AMS;ARN;10/09/2019;Business;local;12.0;16;16
169;KL;1121;AMS;ARN;10/09/2019;Business;local;6.0;8;8
170;KL;1665;AMS;BCN;10/09/2019;Business;local;6.0;8;8
171;KL;1669;AMS;BCN;10/09/2019;Business;local;6.0;8;8
172;KL;1673;AMS;BCN;10/09/2019;Business;local;6.0;8;8
173;KL;1675;AMS;BCN;10/09/2019;Business;local;4.0;8;8
174;KL;1681;AMS;BCN;10/09/2019;Business;local;4.0;8;8
175;KL;1985;AMS;BSL;10/09/2019;Business;local;11.0;16;16
176;KL;1987;AMS;BSL;10/09/2019;Business;local;8.0;12;12
177;KL;1989;AMS;BSL;10/09/2019;Business;local;10.0;12;12
178;KL;1991;AMS;BSL;10/09/2019;Business;local;4.0;8;8
179;KL;705;AMS;GIG;10/09/2019;Business;local;20.0;30;30
180;KL;571;AMS;JRO;10/09/2019;Business;local;26.0;34;34
181;KL;571;DAR;AMS;10/09/2019;Business;local;31.0;34;34
182;KL;571;JRO;DAR;10/09/2019;Business;local;26.0;34;34
183;KL;1265;AMS;MRS;10/09/2019;Business;local;5.0;12;12
184;KL;1267;AMS;MRS;10/09/2019;Business;local;3.0;8;8
185;KL;1269;AMS;MRS;10/09/2019;Business;local;2.0;8;8
186;KL;757;AMS;PTY;10/09/2019;Business;local;25.0;34;34
187;KL;691;AMS;YYZ;10/09/2019;Business;local;34.0;35;35
188;KL;1953;AMS;ZRH;10/09/2019;Business;local;1.0;8;8
189;KL;1957;AMS;ZRH;10/09/2019;Business;local;17.0;20;20
190;KL;1959;AMS;ZRH;10/09/2019;Business;local;2.0;8;8
191;KL;1961;AMS;ZRH;10/09/2019;Business;local;1.0;8;8
192;KL;1963;AMS;ZRH;10/09/2019;Business;local;7.0;12;12
193;KL;1969;AMS;ZRH;10/09/2019;Business;local;4.0;8;8
194;KL;1105;AMS;ARN;11/09/2019;Business;local;2.0;20;20
195;KL;1107;AMS;ARN;11/09/2019;Business;local;6.0;11;12
196;KL;1115;AMS;ARN;11/09/2019;Business;local;12.0;12;12
197;KL;1117;AMS;ARN;11/09/2019;Business;local;7.0;12;12
198;KL;1121;AMS;ARN;11/09/2019;Business;local;5.0;8;8
199;KL;1665;AMS;BCN;11/09/2019;Business;local;6.0;8;8
200;KL;1669;AMS;BCN;11/09/2019;Business;local;4.0;8;8
201;KL;1673;AMS;BCN;11/09/2019;Business;local;12.0;12;12
202;KL;1675;AMS;BCN;11/09/2019;Business;local;11.0;12;12
203;KL;1681;AMS;BCN;11/09/2019;Business;local;3.0;7;8
204;KL;1985;AMS;BSL;11/09/2019;Business;local;6.0;11;12
205;KL;1987;AMS;BSL;11/09/2019;Business;local;15.0;19;20
206;KL;1989;AMS;BSL;11/09/2019;Business;local;1.0;8;8
207;KL;705;AMS;GIG;11/09/2019;Business;local;13.0;30;30
208;KL;569;AMS;JRO;11/09/2019;Business;local;32.0;34;34
209;KL;569;DAR;AMS;11/09/2019;Business;local;28.0;34;34
210;KL;569;JRO;DAR;11/09/2019;Business;local;27.0;34;34
211;KL;1265;AMS;MRS;11/09/2019;Business;local;9.0;16;16
212;KL;1269;AMS;MRS;11/09/2019;Business;local;4.0;8;8
213;KL;757;AMS;PTY;11/09/2019;Business;local;25.0;34;34
214;KL;691;AMS;YYZ;11/09/2019;Business;local;23.0;30;30
215;KL;695;AMS;YYZ;11/09/2019;Business;local;15.0;34;34
216;KL;1953;AMS;ZRH;11/09/2019;Business;local;10.0;20;20
217;KL;1957;AMS;ZRH;11/09/2019;Business;local;10.0;20;20
218;KL;1959;AMS;ZRH;11/09/2019;Business;local;10.0;16;16
219;KL;1961;AMS;ZRH;11/09/2019;Business;local;6.0;16;16
220;KL;1963;AMS;ZRH;11/09/2019;Business;local;7.0;8;8
221;KL;1969;AMS;ZRH;11/09/2019;Business;local;4.0;8;8
222;KL;1105;AMS;ARN;12/09/2019;Business;local;5.0;20;20
223;KL;1107;AMS;ARN;12/09/2019;Business;local;2.0;20;20
224;KL;1109;AMS;ARN;12/09/2019;Business;local;3.0;16;16
225;KL;1115;AMS;ARN;12/09/2019;Business;local;11.0;16;16
226;KL;1117;AMS;ARN;12/09/2019;Business;local;2.0;8;8
227;KL;1121;AMS;ARN;12/09/2019;Business;local;1.0;8;8
228;KL;1665;AMS;BCN;12/09/2019;Business;local;11.0;12;12
229;KL;1669;AMS;BCN;12/09/2019;Business;local;11.0;12;12
230;KL;1673;AMS;BCN;12/09/2019;Business;local;12.0;16;16
231;KL;1675;AMS;BCN;12/09/2019;Business;local;5.0;8;8
232;KL;1681;AMS;BCN;12/09/2019;Business;local;4.0;8;8
233;KL;1985;AMS;BSL;12/09/2019;Business;local;5.0;12;12
234;KL;1987;AMS;BSL;12/09/2019;Business;local;2.0;8;8
235;KL;1989;AMS;BSL;12/09/2019;Business;local;5.0;8;8
236;KL;1991;AMS;BSL;12/09/2019;Business;local;3.0;8;8
237;KL;705;AMS;GIG;12/09/2019;Business;local;27.0;30;30
238;KL;571;AMS;JRO;12/09/2019;Business;local;19.0;34;34
239;KL;571;DAR;AMS;12/09/2019;Business;local;24.0;34;34
240;KL;571;JRO;DAR;12/09/2019;Business;local;9.0;34;34
241;KL;1265;AMS;MRS;12/09/2019;Business;local;6.0;8;8
242;KL;1267;AMS;MRS;12/09/2019;Business;local;1.0;8;8
243;KL;1269;AMS;MRS;12/09/2019;Business;local;5.0;8;8
244;KL;757;AMS;PTY;12/09/2019;Business;local;13.0;34;34
245;KL;691;AMS;YYZ;12/09/2019;Business;local;20.0;29;30
246;KL;1953;AMS;ZRH;12/09/2019;Business;local;2.0;16;16
247;KL;1957;AMS;ZRH;12/09/2019;Business;local;13.0;16;16
248;KL;1959;AMS;ZRH;12/09/2019;Business;local;3.0;8;8
249;KL;1961;AMS;ZRH;12/09/2019;Business;local;6.0;12;12
250;KL;1963;AMS;ZRH;12/09/2019;Business;local;7.0;8;8
251;KL;1969;AMS;ZRH;12/09/2019;Business;local;4.0;4;4
252;KL;1105;AMS;ARN;13/09/2019;Business;local;3.0;20;20
253;KL;1107;AMS;ARN;13/09/2019;Business;local;4.0;8;8
254;KL;1109;AMS;ARN;13/09/2019;Business;local;2.0;8;8
255;KL;1115;AMS;ARN;13/09/2019;Business;local;1.0;8;8
256;KL;1121;AMS;ARN;13/09/2019;Business;local;2.0;12;12
257;KL;1665;AMS;BCN;13/09/2019;Business;local;14.0;16;16
258;KL;1669;AMS;BCN;13/09/2019;Business;local;10.0;12;12
259;KL;1673;AMS;BCN;13/09/2019;Business;local;13.0;12;12
260;KL;1675;AMS;BCN;13/09/2019;Business;local;11.0;12;12
261;KL;1681;AMS;BCN;13/09/2019;Business;local;12.0;12;12
262;KL;1985;AMS;BSL;13/09/2019;Business;local;13.0;20;20
263;KL;1987;AMS;BSL;13/09/2019;Business;local;6.0;8;8
264;KL;1989;AMS;BSL;13/09/2019;Business;local;8.0;8;8
265;KL;1991;AMS;BSL;13/09/2019;Business;local;10.0;12;12
266;KL;705;AMS;GIG;13/09/2019;Business;local;26.0;30;30
267;KL;567;AMS;JRO;13/09/2019;Business;local;34.0;34;34
268;KL;567;DAR;AMS;13/09/2019;Business;local;29.0;34;34
269;KL;567;JRO;DAR;13/09/2019;Business;local;15.0;34;34
270;KL;1265;AMS;MRS;13/09/2019;Business;local;7.0;12;12
271;KL;1267;AMS;MRS;13/09/2019;Business;local;1.0;8;8
272;KL;1269;AMS;MRS;13/09/2019;Business;local;3.0;8;8
273;KL;757;AMS;PTY;13/09/2019;Business;local;22.0;34;34
274;KL;691;AMS;YYZ;13/09/2019;Business;local;24.0;30;30
275;KL;695;AMS;YYZ;13/09/2019;Business;local;31.0;35;35
276;KL;1953;AMS;ZRH;13/09/2019;Business;local;5.0;12;12
277;KL;1957;AMS;ZRH;13/09/2019;Business;local;17.0;20;20
278;KL;1959;AMS;ZRH;13/09/2019;Business;local;12.0;12;12
279;KL;1961;AMS;ZRH;13/09/2019;Business;local;4.0;8;8
280;KL;1963;AMS;ZRH;13/09/2019;Business;local;6.0;8;8
281;KL;1969;AMS;ZRH;13/09/2019;Business;local;9.0;12;12
282;KL;1509;AMS;ALC;14/09/2019;Business;local;3.0;8;8
283;KL;1105;AMS;ARN;14/09/2019;Business;local;1.0;20;20
284;KL;1107;AMS;ARN;14/09/2019;Business;local;6.0;20;20
285;KL;1109;AMS;ARN;14/09/2019;Business;local;2.0;8;8
286;KL;1115;AMS;ARN;14/09/2019;Business;local;2.0;8;8
287;KL;1117;AMS;ARN;14/09/2019;Business;local;1.0;8;8
288;KL;1665;AMS;BCN;14/09/2019;Business;local;9.0;8;8
289;KL;1669;AMS;BCN;14/09/2019;Business;local;9.0;8;8
290;KL;1673;AMS;BCN;14/09/2019;Business;local;9.0;12;12
291;KL;1675;AMS;BCN;14/09/2019;Business;local;8.0;8;8
292;KL;1985;AMS;BSL;14/09/2019;Business;local;16.0;20;20
293;KL;1987;AMS;BSL;14/09/2019;Business;local;11.0;16;16
294;KL;1989;AMS;BSL;14/09/2019;Business;local;4.0;6;6
295;KL;1991;AMS;BSL;14/09/2019;Business;local;1.0;8;8
296;KL;705;AMS;GIG;14/09/2019;Business;local;28.0;30;30
297;KL;569;AMS;JRO;14/09/2019;Business;local;32.0;34;34
298;KL;569;DAR;AMS;14/09/2019;Business;local;35.0;34;34
299;KL;569;JRO;DAR;14/09/2019;Business;local;34.0;34;34
300;KL;1265;AMS;MRS;14/09/2019;Business;local;4.0;8;8
301;KL;1267;AMS;MRS;14/09/2019;Business;local;2.0;12;12
302;KL;1269;AMS;MRS;14/09/2019;Business;local;1.0;20;20
303;KL;757;AMS;PTY;14/09/2019;Business;local;33.0;34;34
304;KL;691;AMS;YYZ;14/09/2019;Business;local;28.0;35;35
305;KL;1953;AMS;ZRH;14/09/2019;Business;local;3.0;12;12
306;KL;1957;AMS;ZRH;14/09/2019;Business;local;6.0;12;12
307;KL;1959;AMS;ZRH;14/09/2019;Business;local;5.0;8;8
308;KL;1961;AMS;ZRH;14/09/2019;Business;local;5.0;12;12
309;KL;1969;AMS;ZRH;14/09/2019;Business;local;1.0;4;4
310;KL;1507;AMS;ALC;15/09/2019;Business;local;2.0;8;8
311;KL;1105;AMS;ARN;15/09/2019;Business;local;1.0;20;20
312;KL;1109;AMS;ARN;15/09/2019;Business;local;4.0;8;8
313;KL;1115;AMS;ARN;15/09/2019;Business;local;4.0;8;8
314;KL;1117;AMS;ARN;15/09/2019;Business;local;5.0;8;8
315;KL;1121;AMS;ARN;15/09/2019;Business;local;7.0;8;8
316;KL;1665;AMS;BCN;15/09/2019;Business;local;11.0;16;16
317;KL;1669;AMS;BCN;15/09/2019;Business;local;17.0;20;20
318;KL;1673;AMS;BCN;15/09/2019;Business;local;7.0;12;12
319;KL;1675;AMS;BCN;15/09/2019;Business;local;15.0;16;16
320;KL;1681;AMS;BCN;15/09/2019;Business;local;5.0;8;8
321;KL;1985;AMS;BSL;15/09/2019;Business;local;12.0;16;16
322;KL;1987;AMS;BSL;15/09/2019;Business;local;11.0;16;16
323;KL;1989;AMS;BSL;15/09/2019;Business;local;3.0;8;8
324;KL;1991;AMS;BSL;15/09/2019;Business;local;3.0;4;4
325;KL;705;AMS;GIG;15/09/2019;Business;local;30.0;30;30
326;KL;567;AMS;JRO;15/09/2019;Business;local;30.0;34;34
327;KL;567;DAR;AMS;15/09/2019;Business;local;27.0;34;34
328;KL;567;JRO;DAR;15/09/2019;Business;local;28.0;34;34
329;KL;1265;AMS;MRS;15/09/2019;Business;local;8.0;8;8
330;KL;1267;AMS;MRS;15/09/2019;Business;local;6.0;12;12
331;KL;757;AMS;PTY;15/09/2019;Business;local;32.0;34;34
332;KL;691;AMS;YYZ;15/09/2019;Business;local;28.0;30;30
333;KL;1953;AMS;ZRH;15/09/2019;Business;local;4.0;12;12
334;KL;1957;AMS;ZRH;15/09/2019;Business;local;7.0;12;12
335;KL;1959;AMS;ZRH;15/09/2019;Business;local;3.0;4;4
336;KL;1961;AMS;ZRH;15/09/2019;Business;local;8.0;12;12
337;KL;1963;AMS;ZRH;15/09/2019;Business;local;8.0;12;12
338;KL;1969;AMS;ZRH;15/09/2019;Business;local;8.0;8;8
339;KL;1105;AMS;ARN;16/09/2019;Business;local;2.0;8;8
340;KL;1107;AMS;ARN;16/09/2019;Business;local;8.0;8;8
341;KL;1109;AMS;ARN;16/09/2019;Business;local;8.0;12;12
342;KL;1115;AMS;ARN;16/09/2019;Business;local;4.0;8;8
343;KL;1117;AMS;ARN;16/09/2019;Business;local;5.0;8;8
344;KL;1121;AMS;ARN;16/09/2019;Business;local;4.0;8;8
345;KL;1665;AMS;BCN;16/09/2019;Business;local;20.0;20;20
346;KL;1669;AMS;BCN;16/09/2019;Business;local;12.0;16;16
347;KL;1673;AMS;BCN;16/09/2019;Business;local;11.0;12;12
348;KL;1675;AMS;BCN;16/09/2019;Business;local;10.0;12;12
349;KL;1681;AMS;BCN;16/09/2019;Business;local;4.0;8;8
350;KL;1985;AMS;BSL;16/09/2019;Business;local;8.0;12;12
351;KL;1987;AMS;BSL;16/09/2019;Business;local;14.0;16;16
352;KL;1989;AMS;BSL;16/09/2019;Business;local;3.0;8;8
353;KL;705;AMS;GIG;16/09/2019;Business;local;28.0;30;30
354;KL;569;AMS;JRO;16/09/2019;Business;local;30.0;34;34
355;KL;569;DAR;AMS;16/09/2019;Business;local;31.0;34;34
356;KL;569;JRO;DAR;16/09/2019;Business;local;29.0;34;34
357;KL;1265;AMS;MRS;16/09/2019;Business;local;4.0;8;8
358;KL;1267;AMS;MRS;16/09/2019;Business;local;8.0;12;12
359;KL;1269;AMS;MRS;16/09/2019;Business;local;4.0;8;8
360;KL;757;AMS;PTY;16/09/2019;Business;local;26.0;34;34
361;KL;691;AMS;YYZ;16/09/2019;Business;local;29.0;30;30
362;KL;695;AMS;YYZ;16/09/2019;Business;local;18.0;35;35
363;KL;1953;AMS;ZRH;16/09/2019;Business;local;12.0;12;12
364;KL;1957;AMS;ZRH;16/09/2019;Business;local;10.0;12;12
365;KL;1959;AMS;ZRH;16/09/2019;Business;local;8.0;8;8
366;KL;1961;AMS;ZRH;16/09/2019;Business;local;9.0;12;12
367;KL;1963;AMS;ZRH;16/09/2019;Business;local;7.0;8;8
368;KL;1969;AMS;ZRH;16/09/2019;Business;local;4.0;4;4
369;KL;1105;AMS;ARN;17/09/2019;Business;local;1.0;20;20
370;KL;1107;AMS;ARN;17/09/2019;Business;local;5.0;20;20
371;KL;1109;AMS;ARN;17/09/2019;Business;local;5.0;16;16
372;KL;1115;AMS;ARN;17/09/2019;Business;local;5.0;8;8
373;KL;1117;AMS;ARN;17/09/2019;Business;local;4.0;8;8
374;KL;1121;AMS;ARN;17/09/2019;Business;local;7.0;8;8
375;KL;1665;AMS;BCN;17/09/2019;Business;local;5.0;8;8
376;KL;1669;AMS;BCN;17/09/2019;Business;local;6.0;8;8
377;KL;1673;AMS;BCN;17/09/2019;Business;local;6.0;8;8
378;KL;1675;AMS;BCN;17/09/2019;Business;local;5.0;8;8
379;KL;1681;AMS;BCN;17/09/2019;Business;local;6.0;8;8
380;KL;1985;AMS;BSL;17/09/2019;Business;local;2.0;12;12
381;KL;1987;AMS;BSL;17/09/2019;Business;local;6.0;8;8
382;KL;1989;AMS;BSL;17/09/2019;Business;local;2.0;8;8
383;KL;1991;AMS;BSL;17/09/2019;Business;local;1.0;8;8
384;KL;705;AMS;GIG;17/09/2019;Business;local;28.0;34;34
385;KL;571;AMS;JRO;17/09/2019;Business;local;31.0;34;34
